Название;Ссылка
Игровой аналитик (мобильные игры);https://kaliningrad.hh.ru/vacancy/67740543?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Full-stuck/Back-end Developer;https://kaliningrad.hh.ru/vacancy/67735902?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Продуктовый аналитик (B2B направление, Ozon Fintech);https://kaliningrad.hh.ru/vacancy/67748532?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
DBA/DevOps;https://kaliningrad.hh.ru/vacancy/67737704?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Golang Developer;https://kaliningrad.hh.ru/vacancy/47300910?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
DevOps Engineer;https://kaliningrad.hh.ru/vacancy/66745033?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Senior DevOps (Kubernetes/Openshift);https://kaliningrad.hh.ru/vacancy/67749967?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Старший инженер по автоматизации тестирования, Golang, back-end, Ozon Bank;https://kaliningrad.hh.ru/vacancy/66819559?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Ведущий инженер Linux;https://kaliningrad.hh.ru/vacancy/55595399?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Ведущий инженер Linux;https://kaliningrad.hh.ru/vacancy/55595393?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
DevOps middle / senior;https://kaliningrad.hh.ru/vacancy/66899308?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Ведущий инженер Linux;https://kaliningrad.hh.ru/vacancy/49230480?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Ведущий инженер Linux;https://kaliningrad.hh.ru/vacancy/55595491?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Ведущий инженер Linux;https://kaliningrad.hh.ru/vacancy/49395688?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Ведущий инженер Linux;https://kaliningrad.hh.ru/vacancy/55595373?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Ведущий инженер Linux;https://kaliningrad.hh.ru/vacancy/49780006?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Ведущий инженер Linux;https://kaliningrad.hh.ru/vacancy/55595381?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Ведущий инженер Linux;https://kaliningrad.hh.ru/vacancy/55595408?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Продуктовый Аналитик (с фокусом на бизнес-процессы);https://kaliningrad.hh.ru/vacancy/67724396?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Front-end Developer;https://kaliningrad.hh.ru/vacancy/67735947?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Ведущий инженер (архитектор) Linux;https://kaliningrad.hh.ru/vacancy/55595522?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Ведущий инженер (архитектор) Linux;https://kaliningrad.hh.ru/vacancy/55595558?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Go-разработчик (команда Core API);https://kaliningrad.hh.ru/vacancy/67709653?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Системный аналитик (Middle/ Senior);https://kaliningrad.hh.ru/vacancy/37684601?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Senior SDET;https://kaliningrad.hh.ru/vacancy/55442488?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
DevOps Engineer;https://kaliningrad.hh.ru/vacancy/67711811?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Инженер по проверке проекта;https://kaliningrad.hh.ru/vacancy/67741001?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Cистемный Архитектор;https://kaliningrad.hh.ru/vacancy/67751023?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Главный специалист по работе с информационными системами;https://kaliningrad.hh.ru/vacancy/67731607?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Маркетинговый аналитик / Ozon Fintech;https://kaliningrad.hh.ru/vacancy/67717547?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
DevOps инженер;https://kaliningrad.hh.ru/vacancy/67712171?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Специалист по тестированию (проект РШК);https://kaliningrad.hh.ru/vacancy/67706292?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Go Engineer (Infrastructure Team);https://kaliningrad.hh.ru/vacancy/67711760?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Senior QA Engineer;https://kaliningrad.hh.ru/vacancy/67731022?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Преподаватель в школу программирования для детей;https://kaliningrad.hh.ru/vacancy/67691332?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Data Engineer;https://kaliningrad.hh.ru/vacancy/66493585?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Специалист по тестированию (проект РШК);https://kaliningrad.hh.ru/vacancy/67706664?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Старший инженер по нагрузочному тестированию, Склад;https://kaliningrad.hh.ru/vacancy/67714990?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Senior QA-Automation Engineer;https://kaliningrad.hh.ru/vacancy/67714202?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Senior DevOps Engineer;https://kaliningrad.hh.ru/vacancy/67712805?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Менеджер по разметке данных;https://kaliningrad.hh.ru/vacancy/67690695?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
1st Line Customer Support Manager;https://kaliningrad.hh.ru/vacancy/67735465?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
DevOps инженер [id 11487FW];https://kaliningrad.hh.ru/vacancy/67709245?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
1st Line Customer Support Manager;https://kaliningrad.hh.ru/vacancy/67735464?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Тестировщик автоматизатор;https://kaliningrad.hh.ru/vacancy/67705955?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
С# Backend engineer (Fleet Management);https://kaliningrad.hh.ru/vacancy/67730364?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Senior DevOps Engineer;https://kaliningrad.hh.ru/vacancy/67712806?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Старший аналитик данных;https://kaliningrad.hh.ru/vacancy/67706024?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
DevOps Engineer (Ocity);https://kaliningrad.hh.ru/vacancy/54782242?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Инженер тестовых сред;https://kaliningrad.hh.ru/vacancy/67711860?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Архитектор RPA;https://kaliningrad.hh.ru/vacancy/66736352?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Системный администратор Linux/SRE (DevOPS);https://kaliningrad.hh.ru/vacancy/67679742?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Старший разработчик GO (Платформа чатов, Путь совершения покупки);https://kaliningrad.hh.ru/vacancy/67713883?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
TechLead / Architect;https://kaliningrad.hh.ru/vacancy/67691242?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Аналитик - математик;https://kaliningrad.hh.ru/vacancy/55429502?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Реверс-инженер;https://kaliningrad.hh.ru/vacancy/66779333?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Сетевой Аналитик;https://kaliningrad.hh.ru/vacancy/55471970?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Ведущий специалист по тестировнию интернет банка;https://kaliningrad.hh.ru/vacancy/67712200?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Senior DevOps Engineer;https://kaliningrad.hh.ru/vacancy/66795270?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Fullstack developer;https://kaliningrad.hh.ru/vacancy/67669150?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Tools Automation Engineer;https://kaliningrad.hh.ru/vacancy/67651987?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Администратор/DEVOPS портальных решений;https://kaliningrad.hh.ru/vacancy/67248451?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Web and mobile application penetration tester;https://kaliningrad.hh.ru/vacancy/67664180?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Инженер DevOps;https://kaliningrad.hh.ru/vacancy/67660663?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Старший разработчик БД Postgres;https://kaliningrad.hh.ru/vacancy/67658393?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Product analyst (CRM);https://kaliningrad.hh.ru/vacancy/55435812?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Инженер эксплуатации ПО (devops);https://kaliningrad.hh.ru/vacancy/66877541?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Риск-аналитик (розничные риски);https://kaliningrad.hh.ru/vacancy/52910056?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Продуктовый аналитик (middle+);https://kaliningrad.hh.ru/vacancy/66233732?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Системный администратор Linux/SRE(DevOPS);https://kaliningrad.hh.ru/vacancy/53555322?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Разработчик С/С++ (в Литву);https://kaliningrad.hh.ru/vacancy/67657071?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Аналитик данных (целевой маркетинг);https://kaliningrad.hh.ru/vacancy/66855565?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Qa инженер ( нагрузочное тестирование );https://kaliningrad.hh.ru/vacancy/66201591?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Видеоинженер;https://kaliningrad.hh.ru/vacancy/67654892?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Ведущий разработчик ETL (Витрины РБ);https://kaliningrad.hh.ru/vacancy/67644970?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Ведущий разработчик (Миграция Платформ Данных);https://kaliningrad.hh.ru/vacancy/67644992?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Аналитик в целевой маркетинг;https://kaliningrad.hh.ru/vacancy/66855864?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Senior Scala Developer / Scala Developer;https://kaliningrad.hh.ru/vacancy/38122854?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Аналитик в целевой маркетинг;https://kaliningrad.hh.ru/vacancy/66855862?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Head of Analytics;https://kaliningrad.hh.ru/vacancy/67667008?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Риск технолог;https://kaliningrad.hh.ru/vacancy/66220149?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Аналитик в целевой маркетинг;https://kaliningrad.hh.ru/vacancy/66855863?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Senior Scala Developer / Scala Developer;https://kaliningrad.hh.ru/vacancy/39869598?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Team Lead Mobile Developer (React Native);https://kaliningrad.hh.ru/vacancy/67671765?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Сетевой инженер;https://kaliningrad.hh.ru/vacancy/50888440?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Инженер по тестовым средам;https://kaliningrad.hh.ru/vacancy/67652177?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Системный Архитектор (Миграция Платформ Данных);https://kaliningrad.hh.ru/vacancy/67644943?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Аналитик-разработчик (ERP);https://kaliningrad.hh.ru/vacancy/55223690?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Аналитик-разработчик (ERP);https://kaliningrad.hh.ru/vacancy/55062492?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Senior Unreal Engine Developer (Remote);https://kaliningrad.hh.ru/vacancy/67634536?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Middle ML Engineer;https://kaliningrad.hh.ru/vacancy/55302399?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Middle ML Engineer;https://kaliningrad.hh.ru/vacancy/55302282?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Администратор SCCM + Kaspersky (банковская сфера);https://kaliningrad.hh.ru/vacancy/66874175?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Менеджер сайта;https://kaliningrad.hh.ru/vacancy/67665752?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
QA инженер (backend);https://kaliningrad.hh.ru/vacancy/54716329?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Руководитель отдела эксплуатации учетных сервисов и систем интеграции;https://kaliningrad.hh.ru/vacancy/55442349?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Fullstack разработчик;https://kaliningrad.hh.ru/vacancy/50179644?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Team Lead of Data Analysts;https://kaliningrad.hh.ru/vacancy/66726501?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Senior Data Analyst (Product Analyst);https://kaliningrad.hh.ru/vacancy/66729036?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
QA automation engineer (Python) / Инженер по автоматизации тестирования;https://kaliningrad.hh.ru/vacancy/67623248?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Frontend Developer;https://kaliningrad.hh.ru/vacancy/67770094?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Инженер по тестированию ПО / QA Engineer;https://kaliningrad.hh.ru/vacancy/66730419?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Java-разработчик / Middle/ Senior;https://kaliningrad.hh.ru/vacancy/55348294?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
DevOps Engineer;https://kaliningrad.hh.ru/vacancy/67597004?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Full stack разработчик (виртуализация);https://kaliningrad.hh.ru/vacancy/67615650?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Ведущий разработчик C/C++ (ИБ);https://kaliningrad.hh.ru/vacancy/67615672?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Cистемный администратор (Wink Smart TV);https://kaliningrad.hh.ru/vacancy/67612881?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Ведущий разработчик C/C++ (LVM, CEPH);https://kaliningrad.hh.ru/vacancy/67615663?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Системный администратор (Wink);https://kaliningrad.hh.ru/vacancy/67609821?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Системный администратор (информационная безопасность);https://kaliningrad.hh.ru/vacancy/51854064?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Специалист технической поддержки 3 линии (Linux);https://kaliningrad.hh.ru/vacancy/67611197?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Методист/педагогический дизайнер курсов по робототехнике, программированию и 3д моделированию;https://kaliningrad.hh.ru/vacancy/67622560?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Инженер департамента поддержки продаж (Presales - инженер);https://kaliningrad.hh.ru/vacancy/67610300?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Junior/Middle Analyst;https://kaliningrad.hh.ru/vacancy/66709639?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
ML инженер;https://kaliningrad.hh.ru/vacancy/67581746?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Data Quality Engineer / Data Analyst;https://kaliningrad.hh.ru/vacancy/67577530?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Главный специалист по развитию инструментов тестирования;https://kaliningrad.hh.ru/vacancy/67595982?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Senior User Acquisition Manager/ Senior Performance Marketing Manager;https://kaliningrad.hh.ru/vacancy/55347864?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Senior User Acquisition Manager/ Senior Performance Marketing Manager;https://kaliningrad.hh.ru/vacancy/55347903?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Системный администратор Linux (проект / удаленно);https://kaliningrad.hh.ru/vacancy/67574646?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
DBA / Database administrator;https://kaliningrad.hh.ru/vacancy/66763439?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Автор тестов Java (автоматизация тестирования);https://kaliningrad.hh.ru/vacancy/67571734?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Автор тестов Java (автоматизация тестирования);https://kaliningrad.hh.ru/vacancy/67571733?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Специалист по нагрузочному тестированию;https://kaliningrad.hh.ru/vacancy/67555250?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Специалист службы поддержки с техническими знаниями (Диск);https://kaliningrad.hh.ru/vacancy/55354055?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Ведущий менеджер по продукту в маркетплейс (Покупательская витрина);https://kaliningrad.hh.ru/vacancy/67013981?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Аналитик / Ведущий аналитик;https://kaliningrad.hh.ru/vacancy/53576771?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Разработчик SQL (Team Lead);https://kaliningrad.hh.ru/vacancy/54658619?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Специалист службы поддержки с техническими знаниями (Умные устройства);https://kaliningrad.hh.ru/vacancy/55354904?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Cистемный администратор в команду облачного хранилища;https://kaliningrad.hh.ru/vacancy/54753257?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Инженер DevOps;https://kaliningrad.hh.ru/vacancy/66953481?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Руководитель отдела ТИМ по проектированию наружных сетей и дорог;https://kaliningrad.hh.ru/vacancy/67600641?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Разработчик ETL(Hadoop);https://kaliningrad.hh.ru/vacancy/67544472?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Программист-разработчик (Серверная часть / backend developer);https://kaliningrad.hh.ru/vacancy/67563043?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Системный аналитик Киберразведки;https://kaliningrad.hh.ru/vacancy/67538583?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Аналитик данных (e-commerce);https://kaliningrad.hh.ru/vacancy/67814751?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Системный аналитик Киберразведки;https://kaliningrad.hh.ru/vacancy/67540151?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Системный аналитик Киберразведки;https://kaliningrad.hh.ru/vacancy/67540150?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
C# программист (Middle+ .NET Core Web API);https://kaliningrad.hh.ru/vacancy/66773057?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Системный администратор Linux в команду облачной инфраструктуры;https://kaliningrad.hh.ru/vacancy/54899464?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Инженер по нагрузочному тестированию;https://kaliningrad.hh.ru/vacancy/66976321?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Инженер по автоматизации тестирования Go/Typescript (Личный кабинет / Путь совершения покупки);https://kaliningrad.hh.ru/vacancy/67544619?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
GOLANG Developer (remote);https://kaliningrad.hh.ru/vacancy/67534521?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
DBA PostgreSQL/Администратор баз данных;https://kaliningrad.hh.ru/vacancy/66987957?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
DevOps инженер;https://kaliningrad.hh.ru/vacancy/66629680?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Программист встроенных систем (System/embedded SW developer);https://kaliningrad.hh.ru/vacancy/67549591?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Специалист службы поддержки с техническими знаниями (Браузер);https://kaliningrad.hh.ru/vacancy/55356560?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Специалист службы поддержки с техническими знаниями (Диск);https://kaliningrad.hh.ru/vacancy/55354050?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Руководитель группы аналитики;https://kaliningrad.hh.ru/vacancy/67542596?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Full stack web developer;https://kaliningrad.hh.ru/vacancy/67536201?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Специалист службы поддержки с техническими знаниями в Яндекс 360 (бэкенд);https://kaliningrad.hh.ru/vacancy/55356305?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
DevOps инженер / sysadmin - удаленно;https://kaliningrad.hh.ru/vacancy/67515399?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
BI- аналитик;https://kaliningrad.hh.ru/vacancy/67531025?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Специалист службы поддержки с техническими знаниями (Умные устройства);https://kaliningrad.hh.ru/vacancy/55354899?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Специалист службы поддержки (с техническими знаниями);https://kaliningrad.hh.ru/vacancy/55352629?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
DevOps Engineer senior;https://kaliningrad.hh.ru/vacancy/55132509?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Специалист службы поддержки (с техническими знаниями);https://kaliningrad.hh.ru/vacancy/55352630?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Senior Full-Stack Developer (+Vue.js);https://kaliningrad.hh.ru/vacancy/67540236?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
DevOps Engineer senior;https://kaliningrad.hh.ru/vacancy/55132510?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Специалист службы поддержки с техническими знаниями (Браузер);https://kaliningrad.hh.ru/vacancy/55356564?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Специалист по автоматизированному тестированию;https://kaliningrad.hh.ru/vacancy/66953839?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Системный администратор инфраструктуры (техподдержка), удаленно;https://kaliningrad.hh.ru/vacancy/67545233?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Senior QA Automation Engineer (mobile);https://kaliningrad.hh.ru/vacancy/52899072?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Старший администратор инфраструктуры Linux (DevOps);https://kaliningrad.hh.ru/vacancy/67515167?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Эксперт Группы сопровождения интеграционных решений;https://kaliningrad.hh.ru/vacancy/66556384?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Специалист службы поддержки (с техническими знаниями);https://kaliningrad.hh.ru/vacancy/55352636?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Системный аналитик (Junior+/Middle);https://kaliningrad.hh.ru/vacancy/66624287?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Специалист службы поддержки (с техническими знаниями);https://kaliningrad.hh.ru/vacancy/55352634?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Системный аналитик (Middle/Middle+);https://kaliningrad.hh.ru/vacancy/66623926?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Специалист по контекстной рекламе;https://kaliningrad.hh.ru/vacancy/67536122?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Инженер DevOps (удаленно);https://kaliningrad.hh.ru/vacancy/67492427?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Инженер-программист (автоматизация тестирования);https://kaliningrad.hh.ru/vacancy/66943750?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Стажер/Консультант в группу Управления Финансовыми Рисками;https://kaliningrad.hh.ru/vacancy/67514613?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Senior .Net Developer;https://kaliningrad.hh.ru/vacancy/66878806?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Архитектор интеграционных решений (JAVA/Python);https://kaliningrad.hh.ru/vacancy/67496546?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Senior .Net Developer;https://kaliningrad.hh.ru/vacancy/66878807?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Разработчик Ruby on Rails;https://kaliningrad.hh.ru/vacancy/54433907?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
AWS DevOps engineer;https://kaliningrad.hh.ru/vacancy/54736858?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Senior .Net Developer;https://kaliningrad.hh.ru/vacancy/66878808?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
DevOps инженер (Middle +, Senior);https://kaliningrad.hh.ru/vacancy/67490526?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Старший инженер по автоматизации тестирования, Golang, back-end, Ozon Bank;https://kaliningrad.hh.ru/vacancy/66819549?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
NoSQL Reliability Engineer;https://kaliningrad.hh.ru/vacancy/67475401?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Продуктовый аналитик Middle;https://kaliningrad.hh.ru/vacancy/67513922?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Ведущий инженер Linux;https://kaliningrad.hh.ru/vacancy/66654783?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Продуктовый аналитик Middle;https://kaliningrad.hh.ru/vacancy/67513923?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Golang developer;https://kaliningrad.hh.ru/vacancy/67488213?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Senior Backend Developer (Rust);https://kaliningrad.hh.ru/vacancy/67475180?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
DWH Developer;https://kaliningrad.hh.ru/vacancy/66750707?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
DWH Developer;https://kaliningrad.hh.ru/vacancy/66750706?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Middle Django разработчик (удалённо, ИТ-разработка и консалтинг для крупного бизнеса);https://kaliningrad.hh.ru/vacancy/67469638?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
Lead QA enginer (IoT platform);https://kaliningrad.hh.ru/vacancy/67502767?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python
